Company,link href,Vegan (all on here are vegan ),Features Peta Logo,PETA Business Friends
Lono Skin,https://crueltyfree.peta.org/company/lono-skin/,,L,
LOOK TO GO e.K,https://crueltyfree.peta.org/company/look-to-go-e-k/,,,
Looké Cosmetics,https://crueltyfree.peta.org/company/looke-cosmetics/,,L,
LORACLE,https://crueltyfree.peta.org/company/loracle/,,,
Lore Originals,https://crueltyfree.peta.org/company/lore-originals/,,L,
Loren’s 2 Scents,https://crueltyfree.peta.org/company/lorens-2-scents/,,,
Lotus Garden Botanicals,https://crueltyfree.peta.org/company/lotus-garden-botanicals/,,L,
Lotus Love Beauty,https://crueltyfree.peta.org/company/lotus-love-beauty/,,,
Loubaio,https://crueltyfree.peta.org/company/loubaio/,,L,
Loungeface,https://crueltyfree.peta.org/company/loungeface/,,L,
LOVA NAIL SYSTEM,https://crueltyfree.peta.org/company/lova-nail-system/,,L,
LOVE IN A BOTTLE (ELOI COCO INTERNATIONAL),https://crueltyfree.peta.org/company/love-in-a-bottle-eloi-coco-international/,,,
Limonna,https://crueltyfree.peta.org/company/love-is-pet-vibrational-healing/,,L,
Love it Pure,https://crueltyfree.peta.org/company/love-it-pure/,,,
Love Katie,https://crueltyfree.peta.org/company/love-katie/,,L,
Love & Pebble,https://crueltyfree.peta.org/company/love-pebble/,,L,
Love Sun Body,https://crueltyfree.peta.org/company/love-sun-body/,,L,
Love You First by REALHER,https://crueltyfree.peta.org/company/love-you-first-by-realher/,,,
LOVECHILD (House of Masaba),https://crueltyfree.peta.org/company/lovechild-house-of-masaba/,,L,
LOVEINK,https://crueltyfree.peta.org/company/loveink/,,L,
Loveless Soap,https://crueltyfree.peta.org/company/loveless-soap/,,L,
Lovely Day,https://crueltyfree.peta.org/company/lovely-day/,,L,
Lovely MakeUp,https://crueltyfree.peta.org/company/lovely-makeup/,,,
Love’nta Cosmetics,https://crueltyfree.peta.org/company/loventa-cosmetics/,,,
Loving Naturals,https://crueltyfree.peta.org/company/loving-naturals/,,,
Lovo Organics,https://crueltyfree.peta.org/company/lovo-organics/,,,
LS Apothecary,https://crueltyfree.peta.org/company/ls-apothecary/,,L,
Lucci’s Childrens Grooming Supply LLC,https://crueltyfree.peta.org/company/luccis-childrens-grooming-supply-llc/,,L,
LuCeen,https://crueltyfree.peta.org/company/luceen/,,,
Lucky Chick,https://crueltyfree.peta.org/company/lucky-chick/,,,
Luma & Leaf,https://crueltyfree.peta.org/company/luma-leaf/,,L,
Lu&Me,https://crueltyfree.peta.org/company/lume/,,L,
LUMETAN,https://crueltyfree.peta.org/company/lumetan/,,L,
LUMIERE CO.,https://crueltyfree.peta.org/company/lumiere-co/,,,
LUMINAILS,https://crueltyfree.peta.org/company/luminails/,,L,
Luminess Air,https://crueltyfree.peta.org/company/luminess-air/,,,
Luna Nectar Organics,https://crueltyfree.peta.org/company/luna-nectar-organics/,,L,
LUNA Organic Cosmetics,https://crueltyfree.peta.org/company/luna-organic-cosmetics/,,L,
Lunar Circle,https://crueltyfree.peta.org/company/lunarcircle/,,L,
LUNARY,https://crueltyfree.peta.org/company/lunary/,,L,
LunatiCK Cosmetic Labs,https://crueltyfree.peta.org/company/lunatick-cosmetic-labs/,,L,
Lupa Skincare,https://crueltyfree.peta.org/company/lupa-skincare/,,L,
Luscious Cosmetics,https://crueltyfree.peta.org/company/luscious-cosmetics/,,L,
Lust Haircare,https://crueltyfree.peta.org/company/lusthaircare/,,L,
Luu Nails,https://crueltyfree.peta.org/company/luu-nails/,,L,
L’uvalla,https://crueltyfree.peta.org/company/luvalla/,,L,
LuxaDerme,https://crueltyfree.peta.org/company/luxaderme/,,L,
Luxe and Nature,https://crueltyfree.peta.org/company/luxe-and-nature/,,,
LUXERA PARIS,https://crueltyfree.peta.org/company/luxera-paris/,,L,
Luxie,https://crueltyfree.peta.org/company/luxie/,,L,
Luxju Natural Hair Products,https://crueltyfree.peta.org/company/luxju-natural-hair-products/,,L,
LUXURY COSMETICS,https://crueltyfree.peta.org/company/luxury-cosmetics/,,L,
Luxx Lash,https://crueltyfree.peta.org/company/luxx-lash/,,L,
LVX,https://crueltyfree.peta.org/company/lvx/,,L,
Lydia’s Organics,https://crueltyfree.peta.org/company/lydias-organics/,,,
LYS Beauty,https://crueltyfree.peta.org/company/lys-beauty/,,L,
M COLOR GEL,https://crueltyfree.peta.org/company/m-color-gel/,,L,
M2U NYC,https://crueltyfree.peta.org/company/m2u-nyc/,,L,
M3K Beauty,https://crueltyfree.peta.org/company/m3k-beauty/,,,
Ma Soirée,https://crueltyfree.peta.org/company/ma-soiree/,,,
Ma Vie Cosmetics,https://crueltyfree.peta.org/company/ma-vie-cosmetics/,,,
MAA SPARSH,https://crueltyfree.peta.org/company/maa-sparsh/,,L,
Maate,https://crueltyfree.peta.org/company/maate/,,L,
Macadamia Hair,https://crueltyfree.peta.org/company/macadamia-hair/,,L,
MACBELLA,https://crueltyfree.peta.org/company/macbella/,,L,
MACK,https://crueltyfree.peta.org/company/mack/,,,
Maclaren North America,https://crueltyfree.peta.org/company/maclaren-north-america/,,,
Mad Hippie,https://crueltyfree.peta.org/company/mad-hippie/,,L,
Madam Glam,https://crueltyfree.peta.org/company/madam-glam/,,L,
Made in Youthland,https://crueltyfree.peta.org/company/made-in-youthland/,,L,
Made Simple Skin Care,https://crueltyfree.peta.org/company/made-simple-skin-care/,,L,
Mademoiselle Organic,https://crueltyfree.peta.org/company/mademoiselle-organic/,,L,
Madluvv,https://crueltyfree.peta.org/company/madluvv/,,L,
MAED,https://crueltyfree.peta.org/company/maed/,,L,
Maelove,https://crueltyfree.peta.org/company/maelove/,,L,
Maggie Anne Beauty,https://crueltyfree.peta.org/company/maggie-anne-beauty/,,L,
Magic Leaves,https://crueltyfree.peta.org/company/magic-leaves/,,L,
Magic Makeup,https://crueltyfree.peta.org/company/magic-makeup/,,L,
Magnolia,https://crueltyfree.peta.org/company/magnolia/,,,
Magpie Bath,https://crueltyfree.peta.org/company/magpie-bath/,,L,
Mahima Beauty,https://crueltyfree.peta.org/company/mahima-beauty/,,L,
Mahina Beaute,https://crueltyfree.peta.org/company/mahina-beaute/,,L,
Maia Mu Organics,https://crueltyfree.peta.org/company/maia-mu-organics/,,L,
Maid Organic,https://crueltyfree.peta.org/company/maid-organic/,,,
Maine Island Soap,https://crueltyfree.peta.org/company/maine-island-soap/,,L,
Maison de Chanvre,https://crueltyfree.peta.org/company/maison-de-chanvre/,,L,
Maison Louis Marie,https://crueltyfree.peta.org/company/maison-louis-marie/,,L,
Maison Meunier,https://crueltyfree.peta.org/company/maison-meunier/,,L,
Maison Visage Cosmetique,https://crueltyfree.peta.org/company/maison-visage-cosmetique/,,L,
Maison Zayt,https://crueltyfree.peta.org/company/maison-zayt/,,L,
MaisoNovo,https://crueltyfree.peta.org/company/maisonovo/,,L,
Majinye Cosmetics,https://crueltyfree.peta.org/company/majinye-cosmetics/,,L,
Makai Cares,https://crueltyfree.peta.org/company/makai-cares/,,L,
MAKAI SKIN,https://crueltyfree.peta.org/company/makai-skin/,,L,
Makana Studios,https://crueltyfree.peta.org/company/makana-studios/,,L,
Makeup by Ryno Cosmetics,https://crueltyfree.peta.org/company/makeup-by-ryno-cosmetics/,,L,
Makeup Weapons,https://crueltyfree.peta.org/company/makeup-weapons/,,L,
Making Makeup,https://crueltyfree.peta.org/company/making-makeup/,,,
Malaai,https://crueltyfree.peta.org/company/malaai/,,,
Malcolm’s Miracle,https://crueltyfree.peta.org/company/malcolms-miracle/,,L,
Malia Hair,https://crueltyfree.peta.org/company/malia-hair/,,,
Malibu Wellness,https://crueltyfree.peta.org/company/malibu-wellness/,,L,
MalvaRosa Patagonia,https://crueltyfree.peta.org/company/malvarosa-patagonia/,,L,
MAMA-SANGO,https://crueltyfree.peta.org/company/mama-sango/,,L,
Mamanecó,https://crueltyfree.peta.org/company/mamaneco/,,,
"Mamaway One Co., ltd",https://crueltyfree.peta.org/company/mamaway/,,L,
Mammacomica,https://crueltyfree.peta.org/company/mammacomica/,,L,
Mammoth American,https://crueltyfree.peta.org/company/mammoth-american/,,,
Manaya,https://crueltyfree.peta.org/company/manaya/,,L,
Manège Botanique,https://crueltyfree.peta.org/company/manege-botanique/,,L,
Manetain,https://crueltyfree.peta.org/company/manetain/,,L,
ManiPure,https://crueltyfree.peta.org/company/manipure/,,L,
MANSCAPED,https://crueltyfree.peta.org/company/manscaped/,,L,
Manta Hair,https://crueltyfree.peta.org/company/manta-hair/,,L,
Manucurist,https://crueltyfree.peta.org/company/manucurist/,,L,
Maranta Power,https://crueltyfree.peta.org/company/maranta-power/,,L,
Marcal Paper Mills,https://crueltyfree.peta.org/company/marcal-paper-mills/,,,
Maria Malki Cosmetics,https://crueltyfree.peta.org/company/maria-malki-cosmetics/,,L,
Maria Pomposa,https://crueltyfree.peta.org/company/maria-pomposa/,,,
MARIAN HANNA,https://crueltyfree.peta.org/company/marian-hanna/,,,
Marisol Paris,https://crueltyfree.peta.org/company/marisol-paris/,,L,
Markazen,https://crueltyfree.peta.org/company/markazen/,,,
Mark&Teams,https://crueltyfree.peta.org/company/markteams/,,L,
Marlay Cosmetics,https://crueltyfree.peta.org/company/marlay-cosmetics/,,L,
Marlo Hydroponic Skincare ™,https://crueltyfree.peta.org/company/marlo-innovations/,,L,
Marulala,https://crueltyfree.peta.org/company/marulala/,,L,
Mas Newen,https://crueltyfree.peta.org/company/mas-newen/,,L,
Masaison,https://crueltyfree.peta.org/company/masaison/,,L,
MASAMI hair care,https://crueltyfree.peta.org/company/masami-hair-care/,,L,
Masarrat Misbah Makeup,https://crueltyfree.peta.org/company/masarrat-misbah-makeup/,,L,
MaskerAide,https://crueltyfree.peta.org/company/maskeraide/,,L,
MASKOHOLIC,https://crueltyfree.peta.org/company/maskoholic/,,L,
Maskscara,https://crueltyfree.peta.org/company/maskscara/,,L,
MASTEL,https://crueltyfree.peta.org/company/mastel/,,L,
Master Distributors,https://crueltyfree.peta.org/company/master-distributors/,,L,
Matana Skincare,https://crueltyfree.peta.org/company/matana-skincare/,,L,
MATRICARIA,https://crueltyfree.peta.org/company/matricaria/,,L,
Mavericks,https://crueltyfree.peta.org/company/mavericks/,,L,
MAVIOR BEAUTY,https://crueltyfree.peta.org/company/mavior-beauty/,,L,
"Max Green Alchemy, Ltd.",https://crueltyfree.peta.org/company/max-green-alchemy-ltd/,,L,
Max & Ruffy’s,https://crueltyfree.peta.org/company/max-ruffys/,,,
Maxim Hygiene Products,https://crueltyfree.peta.org/company/maxim-hygiene-products/,,,
MAXMEDIALAB,https://crueltyfree.peta.org/company/maxmedialab/,,,
Maya Cosmetics,https://crueltyfree.peta.org/company/maya-cosmetics/,,L,
Mayashanti Naturals,https://crueltyfree.peta.org/company/mayashanti-naturals/,,,
Mayie,https://crueltyfree.peta.org/company/mayie/,,L,
MAYME?,https://crueltyfree.peta.org/company/mayme/,,L,
Mayoress Cosmetics,https://crueltyfree.peta.org/company/mayoress-cosmetics/,,,
Mayskin (M.B. Products),https://crueltyfree.peta.org/company/mayskin-m-b-products/,,L,
M.BOHEME,https://crueltyfree.peta.org/company/mboheme/,,L,
mCaffeine,https://crueltyfree.peta.org/company/mcaffeine/,,L,
MCoBeauty,https://crueltyfree.peta.org/company/mcobeauty/,,L,
MD Natural Cosmetics,https://crueltyfree.peta.org/company/md-natural-cosmetics/,,,
MDacne,https://crueltyfree.peta.org/company/mdacne/,,L,F
MDee Nails,https://crueltyfree.peta.org/company/mdee-nails/,,L,
MDhair,https://crueltyfree.peta.org/company/mdhair/,,L,F
Madeus Care (MDS DOĞAL KOZMETİK ÜRÜNLER TİCARET VE SANAYİ),https://crueltyfree.peta.org/company/mds-dogal-kozmetik-urunler-ticaret-ve-sanayi/,,L,
Me! Bath,https://crueltyfree.peta.org/company/me-bath/,,L,
Me Time Organics,https://crueltyfree.peta.org/company/me-time-organics/,,,
Meanail Paris,https://crueltyfree.peta.org/company/meanail-paris/,,L,
MÈC COSMETICS,https://crueltyfree.peta.org/company/mec-cosmetics/,,L,
Mechaly,https://crueltyfree.peta.org/company/mechaly/,,L,
Medeau,https://crueltyfree.peta.org/company/medeau/,,L,
Median,https://crueltyfree.peta.org/company/median/,,,
"Mediterranean™ Tan, Wax & Beauty",https://crueltyfree.peta.org/company/mediterranean-tan-wax-beauty/,,L,
Mélange d’Orléans,https://crueltyfree.peta.org/company/melange-dorleans/,,L,
Melanie Mills Hollywood,https://crueltyfree.peta.org/company/melanie-mills-hollywood/,,L,
Mélanie Pagliotti,https://crueltyfree.peta.org/company/melanie-pagliotti/,,,
Melanoboost,https://crueltyfree.peta.org/company/melanoboost/,,L,
Melchior & Balthazar,https://crueltyfree.peta.org/company/melchior-balthazar/,,L,
Melissa Weinberg Tanning & Beauty,https://crueltyfree.peta.org/company/melissa-weinberg-tanning-beauty/,,L,
Melixir Skincare,https://crueltyfree.peta.org/company/melixir-vegan-skincare/,,L,
Melma İlac Kozmetik Sanayi Ticaret,https://crueltyfree.peta.org/company/melma-ilac-kozmetik-sanayi-ticaret/,,L,
melumé skinscience (JK-International),https://crueltyfree.peta.org/company/melume-skinscience-jk-international/,,L,
mem Cosméticos,https://crueltyfree.peta.org/company/mem-cosmeticos/,,L,
Meme Lashes,https://crueltyfree.peta.org/company/meme-lashes/,,,
MÉNER,https://crueltyfree.peta.org/company/mener/,,L,
Menina & Mulher Cosmeticos,https://crueltyfree.peta.org/company/menina-mulher-cosmeticos/,,,
Menowoman (Tan London),https://crueltyfree.peta.org/company/menowoman-tan-london/,,L,
Men’s Natural Care Products,https://crueltyfree.peta.org/company/mens-natural-care-products/,,L,
Meow Meow Tweet,https://crueltyfree.peta.org/company/meow-meow-tweet/,,,
Meow Minerals,https://crueltyfree.peta.org/company/meow-minerals/,,,
Meraki,https://crueltyfree.peta.org/company/meraki/,,,
Merci Handy,https://crueltyfree.peta.org/company/merci-handy/,,L,
Mère Cie,https://crueltyfree.peta.org/company/mere-cie/,,,
Shaeco,https://crueltyfree.peta.org/company/meridional-mountains/,,,
Merindah Botanicals,https://crueltyfree.peta.org/company/merindah-botanicals/,,L,
Merme Berlin,https://crueltyfree.peta.org/company/merme-berlin/,,L,
MerryniceUSA,https://crueltyfree.peta.org/company/merryniceusa/,,,
MERS Razor Works,https://crueltyfree.peta.org/company/mers-razor-works/,,,
Mersi Cosmetics,https://crueltyfree.peta.org/company/mersi-cosmetics/,,,
Method Products (SC Johnson),https://crueltyfree.peta.org/company/method-products-sc-johnson/,,,
Metsä Cosmetics,https://crueltyfree.peta.org/company/metsa-cosmetics/,,L,
Meuse (W4 Management),https://crueltyfree.peta.org/company/meuse-w4-management/,,L,
MEYKE COSMETICS,https://crueltyfree.peta.org/company/meyke-cosmetics/,,,
Truly Blessed,https://crueltyfree.peta.org/company/mezora-consumers/,,L,
MIA BELLE COLLECTION,https://crueltyfree.peta.org/company/mia-belle-collection/,,L,
"Mia Rose Products, Inc.",https://crueltyfree.peta.org/company/mia-rose-products-inc/,,,
Miau Lash,https://crueltyfree.peta.org/company/miau-lash/,,L,
MICARAA,https://crueltyfree.peta.org/company/micaraa/,,L,
Micro Beauty Essentials,https://crueltyfree.peta.org/company/micro-beauty-essentials/,,L,
Midnight Paloma,https://crueltyfree.peta.org/company/midnight-paloma/,,L,
Mighty No Bitey,https://crueltyfree.peta.org/company/mighty-no-bitey/,,,
Mikah Amsterdam,https://crueltyfree.peta.org/company/mikah-amsterdam/,,L,
Milcu,https://crueltyfree.peta.org/company/milcu/,,,
Miles of Moisture,https://crueltyfree.peta.org/company/miles-of-moisture/,,L,
Milla Skin Essentials,https://crueltyfree.peta.org/company/milla-skin-essentials/,,,
Millenia Productions,https://crueltyfree.peta.org/company/millenia-productions/,,L,
Mïlo Cosmetics,https://crueltyfree.peta.org/company/milo-cosmetics/,,L,
MILU Cosmetics,https://crueltyfree.peta.org/company/milu-cosmetics/,,L,
MINDFULELEMENTS,https://crueltyfree.peta.org/company/mindfulelements/,,L,
MINELA CARE (ELSACO DIS TICARET),https://crueltyfree.peta.org/company/minela-care-elsaco-dis-ticaret/,,L,
Mineral X Factor Cosmetics,https://crueltyfree.peta.org/company/mineral-x-factor-cosmetics/,,,
Mineralissima,https://crueltyfree.peta.org/company/mineralissima/,,L,
Minerva108,https://crueltyfree.peta.org/company/minerva108/,,L,
Mine.Tan.Body.Skin,https://crueltyfree.peta.org/company/minetanbodyskin/,,L,
MINGAM BROS.,https://crueltyfree.peta.org/company/mingam-bros/,,,
Mini Bloom,https://crueltyfree.peta.org/company/mini-bloom/,,L,
MinimLA,https://crueltyfree.peta.org/company/minimla/,,L,
"MINYA (Hanlab Co., Ltd)",https://crueltyfree.peta.org/company/minya-hanlab-co-ltd/,,,
Misaki Soap & Co.,https://crueltyfree.peta.org/company/misaki-soap-co/,,L,
Misbahce,https://crueltyfree.peta.org/company/misbahce/,,L,
Miskoka Beauty,https://crueltyfree.peta.org/company/miskoka-beauty/,,L,
Miss K Cosmetics,https://crueltyfree.peta.org/company/miss-k-cosmetics/,,L,
Miss Mimz Lashes,https://crueltyfree.peta.org/company/miss-mimz-lashes/,,L,
Miss Pet Cosméticos,https://crueltyfree.peta.org/company/miss-pet-cosmeticos/,,L,
MISSHUNNY London Cosmetics,https://crueltyfree.peta.org/company/misshunny-london-cosmetics/,,L,
Mitty,https://crueltyfree.peta.org/company/mitty/,,L,
MIX MY SHAMPOO,https://crueltyfree.peta.org/company/mix-my-shampoo/,,L,
Mix:Bar,https://crueltyfree.peta.org/company/mixbar/,,L,
Mixed Chicks,https://crueltyfree.peta.org/company/mixed-chicks/,,,
ML Delicate Beauty,https://crueltyfree.peta.org/company/ml-delicate-beauty/,,,
MO Nails,https://crueltyfree.peta.org/company/mo-nails/,,L,
MOB Beauty,https://crueltyfree.peta.org/company/mob-beauty/,,L,
Mocha Whip,https://crueltyfree.peta.org/company/mocha-whip/,,L,
Mode de Vie,https://crueltyfree.peta.org/company/mode-de-vie/,,,
MODELROCK Lashes,https://crueltyfree.peta.org/company/modelrock-lashes/,,L,
Modern Hippie,https://crueltyfree.peta.org/company/modern-hippie/,,L,
Modern Minerals Makeup,https://crueltyfree.peta.org/company/modern-minerals-makeup/,,,
MOEA,https://crueltyfree.peta.org/company/moea/,,L,
MOGI MOUSSE® (Brooklyn Funk Factory),https://crueltyfree.peta.org/company/mogi-mousse-brooklyn-funk-factory/,,L,
Moist Towel Services,https://crueltyfree.peta.org/company/moist-towel-services/,,L,
Mojo Inc.,https://crueltyfree.peta.org/company/mojo-inc/,,L,
Mom to Mom,https://crueltyfree.peta.org/company/mom-to-mom/,,,
MOMMA – Ministry of Mineral Makeup Australia,https://crueltyfree.peta.org/company/momma-ministry-of-mineral-makeup-australia/,,,
MommyPure,https://crueltyfree.peta.org/company/mommypure/,,L,
Momvedics,https://crueltyfree.peta.org/company/momvedics/,,,
MonaLisa Healing,https://crueltyfree.peta.org/company/monalisa-healing/,,,
MONCOSMETIC S.L.,https://crueltyfree.peta.org/company/moncosmetic-s-l/,,,
Monika Blunder Beauty,https://crueltyfree.peta.org/company/monika-blunder-beauty/,,L,
Monpure,https://crueltyfree.peta.org/company/monpure/,,L,
Moo & Yoo,https://crueltyfree.peta.org/company/moo-hair/,,L,
Mooi Cosmetics,https://crueltyfree.peta.org/company/mooi-cosmetics/,,L,
Mooi Natural Beauty,https://crueltyfree.peta.org/company/mooi-natural-beauty/,,L,
Moon Mousse,https://crueltyfree.peta.org/company/moon-mousse/,,L,
Moon Oral Care,https://crueltyfree.peta.org/company/moon-oral-care/,,L,
Mooncat,https://crueltyfree.peta.org/company/mooncat/,,,
MOREBAC (CAGLAR FARMA ITRIYAT GIDA PET LTD.STI),https://crueltyfree.peta.org/company/morebac-caglar-farma-itriyat-gida-pet-ltd-sti/,,L,
Morgan Genus,https://crueltyfree.peta.org/company/morgan-genus/,,L,
Moringa Emo,https://crueltyfree.peta.org/company/moringa-emo/,,L,
Moringa for Life EPZ Ltd.,https://crueltyfree.peta.org/company/moringa-for-life-epz-ltd/,,L,
Mormaii,https://crueltyfree.peta.org/company/mormaii/,,,
Morning Blossom Studio,https://crueltyfree.peta.org/company/morning-blossom-studio/,,L,
Mosaic Wellness,https://crueltyfree.peta.org/company/mosaic-wellness/,,L,
Moss Botanicals,https://crueltyfree.peta.org/company/moss-botanicals/,,,
Mossii,https://crueltyfree.peta.org/company/mossii/,,L,
M.O.T.D Cosmetics,https://crueltyfree.peta.org/company/motd-cosmetics/,,L,
Mother Dirt,https://crueltyfree.peta.org/company/mother-dirt/,,L,
Mother Nature Cosmetics,https://crueltyfree.peta.org/company/mother-nature-cosmetics/,,L,
Motif Beauty,https://crueltyfree.peta.org/company/motif-beauty/,,,
Mountain Girl Soap And Sundries,https://crueltyfree.peta.org/company/mountain-girl-soap-and-sundries/,,L,
Moyoko Professional,https://crueltyfree.peta.org/company/moyoko-professional/,,L,
ms. Artisan,https://crueltyfree.peta.org/company/ms-artisan/,,L,
MUA Makeup Academy,https://crueltyfree.peta.org/company/mua-makeup-academy/,,L,
Muddy Body,https://crueltyfree.peta.org/company/muddy-body/,,L,
MudTabs (Klaxen),https://crueltyfree.peta.org/company/mudtabs-klaxen/,,L,
MULDREAM,https://crueltyfree.peta.org/company/muldream/,,L,
Mulgeo,https://crueltyfree.peta.org/company/mulgeo/,,L,
Mullein and Sparrow,https://crueltyfree.peta.org/company/mullein-and-sparrow/,,L,
MuLondon,https://crueltyfree.peta.org/company/mulondon/,,L,
MUN,https://crueltyfree.peta.org/company/mun/,,L,
Mundo Botanica,https://crueltyfree.peta.org/company/mundo-botanica/,,L,
Musenine,https://crueltyfree.peta.org/company/musenine/,,L,
Muskaan Makeup,https://crueltyfree.peta.org/company/muskaan-makeup/,,L,
Muylinda Collection,https://crueltyfree.peta.org/company/muylinda-collection/,,L,
CHB COSMÉTICOS,https://crueltyfree.peta.org/company/mva-comercial-eireli-me/,,L,
My Block Skin,https://crueltyfree.peta.org/company/my-block-skin/,,L,
My Hair My Canvas,https://crueltyfree.peta.org/company/my-hair-my-canvas/,,L,
My. Haircare,https://crueltyfree.peta.org/company/my-haircare/,,L,
My Konjac Sponge,https://crueltyfree.peta.org/company/my-konjac-sponge/,,,
MY LAQ,https://crueltyfree.peta.org/company/my-laq/,,L,
My Little Mascara Club,https://crueltyfree.peta.org/company/my-little-mascara-club-2/,,,
MyRosy,https://crueltyfree.peta.org/company/my-rosy/,,L,
MyClarella,https://crueltyfree.peta.org/company/myclarella/,,L,
MyHappyDog,https://crueltyfree.peta.org/company/myhappydog/,,L,
myRapunzel,https://crueltyfree.peta.org/company/myrapunzel/,,L,
N S G P NARDUCI COSMETICOS,https://crueltyfree.peta.org/company/n-s-g-p-narduci-cosmeticos/,,L,
NACIFIC,https://crueltyfree.peta.org/company/nacific/,,L,
NAEIL TEEM,https://crueltyfree.peta.org/company/naeil-teem/,,L,
Nagev Beauty,https://crueltyfree.peta.org/company/nagev-beauty/,,,
Nahni Skin,https://crueltyfree.peta.org/company/nahni-skin/,,,
Nailberry,https://crueltyfree.peta.org/company/nailberry/,,L,
Nail’d at Tiffany’s,https://crueltyfree.peta.org/company/naild-at-tiffanys/,,L,
Nailtopia,https://crueltyfree.peta.org/company/nailtopia/,,L,
THANK YOU CABELOS,https://crueltyfree.peta.org/company/naju-cosmeticos/,,L,
Vasarii,https://crueltyfree.peta.org/company/nakd-thai-crystal-deodorant/,,L,
Naked and Thriving,https://crueltyfree.peta.org/company/naked-and-thriving/,,L,
Naked Earth,https://crueltyfree.peta.org/company/naked-earth/,,L,
Naked Sundays,https://crueltyfree.peta.org/company/naked-sundays/,,L,
Nakt,https://crueltyfree.peta.org/company/nakt/,,,
Nalbiko Limitada,https://crueltyfree.peta.org/company/nalbiko-limitada/,,L,
Nalena Aurveda,https://crueltyfree.peta.org/company/nalena-aurveda/,,L,
Nami Natural Ltd.,https://crueltyfree.peta.org/company/nami-natural-ltd/,,L,
Namza (Yepoda),https://crueltyfree.peta.org/company/namza-yepoda/,,,
NANDA PRODUCTO ESENCIAL,https://crueltyfree.peta.org/company/nanda-producto-esencial/,,L,
Nanshy,https://crueltyfree.peta.org/company/nanshy/,,L,
Naomi Sadé London,https://crueltyfree.peta.org/company/naomi-sade-london/,,L,
Nära,https://crueltyfree.peta.org/company/nara/,,L,
Narmony,https://crueltyfree.peta.org/company/narmony/,,L,
Nasty Woman Cosmetics,https://crueltyfree.peta.org/company/nasty-woman-cosmetics/,,L,
Natiu Artesanal,https://crueltyfree.peta.org/company/natiu-artesanal/,,L,
Native Touch,https://crueltyfree.peta.org/company/native-touch/,,,
NATIVEG,https://crueltyfree.peta.org/company/nativeg/,,L,
Natracare,https://crueltyfree.peta.org/company/natracare/,,,
Natura Pur,https://crueltyfree.peta.org/company/natura-pur/,,L,
Natural Evasion,https://crueltyfree.peta.org/company/natural-evasion/,,,
Natural Paz Spa,https://crueltyfree.peta.org/company/natural-paz-spa/,,L,
Natural Roots,https://crueltyfree.peta.org/company/natural-roots/,,L,
Natural Salt Lamps,https://crueltyfree.peta.org/company/natural-salt-lamps/,,,
Natural Tech,https://crueltyfree.peta.org/company/natural-tech/,,L,
Naturally Be-Youthiful,https://crueltyfree.peta.org/company/naturally-be-youthiful/,,,
Naturally Fresh Crystal Deodorant,https://crueltyfree.peta.org/company/naturally-fresh-crystal-deodorant/,,L,
Naturally Uncommon,https://crueltyfree.peta.org/company/naturally-uncommon/,,L,
Naturavit,https://crueltyfree.peta.org/company/naturavit/,,L,
NATURAWASH,https://crueltyfree.peta.org/company/naturawash/,,L,
Naturbrush,https://crueltyfree.peta.org/company/naturbrush/,,L,
Nature,https://crueltyfree.peta.org/company/nature/,,L,
Nature Brite,https://crueltyfree.peta.org/company/nature-brite/,,,
NATURE SAUVAGE,https://crueltyfree.peta.org/company/nature-sauvage/,,L,
Nature’s Alchemy,https://crueltyfree.peta.org/company/natures-alchemy/,,,
Natures Basics by Ava,https://crueltyfree.peta.org/company/natures-basics-by-ava/,,L,
Nature’s Country Pet,https://crueltyfree.peta.org/company/natures-country-pet/,,,
Nature’s Fusions Essential Oils,https://crueltyfree.peta.org/company/natures-fusions-essential-oils/,,L,
Nature’s Gate,https://crueltyfree.peta.org/company/natures-gate/,,L,
Nature’s Inventory,https://crueltyfree.peta.org/company/natures-inventory/,,,
Nature’s Weeds Organics,https://crueltyfree.peta.org/company/natures-weeds-organics/,,L,
Naturity Planet Limited,https://crueltyfree.peta.org/company/naturity-planet-limited/,,L,
Salzquell,https://crueltyfree.peta.org/company/naturkosmetik-salzquell/,,L,
naturmaedchen,https://crueltyfree.peta.org/company/naturmaedchen/,,L,
Naturophyt,https://crueltyfree.peta.org/company/naturophyt/,,L,
NATURTRES (QNET),https://crueltyfree.peta.org/company/naturtres-qnet/,,,
NATURTREU,https://crueltyfree.peta.org/company/naturtreu/,,,
Naughty Dogs,https://crueltyfree.peta.org/company/naughty-dogs/,,L,
NAVABELLA,https://crueltyfree.peta.org/company/navabella/,,,
NAVEEN,https://crueltyfree.peta.org/company/naveen/,,L,
Navy Professional,https://crueltyfree.peta.org/company/navy-professional/,,L,
Naya,https://crueltyfree.peta.org/company/naya/,,,
Naya Glow,https://crueltyfree.peta.org/company/naya-glow/,,L,
NAYANA,https://crueltyfree.peta.org/company/nayana/,,L,
Naybal Beauty,https://crueltyfree.peta.org/company/naybal-beauty/,,L,
Nazan Schnapp,https://crueltyfree.peta.org/company/nazan-schnapp/,,L,
NCLA,https://crueltyfree.peta.org/company/ncla/,,L,
NeemAura Naturals,https://crueltyfree.peta.org/company/neemaura-naturals/,,,
Neemli Naturals,https://crueltyfree.peta.org/company/neemli-naturals/,,L,
